"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_1904","motif_82","0.012","0.311","486.4280","None","None"
"document_1870","motif_305","0.014","0.311","484.4127","None","None"
"document_4159","motif_297","0.014","0.311","655.2653","None","None"
"document_1071","motif_365","0.018","0.311","439.3565","None","None"
"document_4471","motif_22","0.018","0.311","682.3929","None","None"
"document_773","motif_178","0.019","0.311","416.3514","None","None"
"document_3120","motif_178","0.020","0.311","573.4259","None","None"
"document_443","motif_305","0.020","0.311","383.3304","None","None"
"document_478","motif_76","0.021","0.311","388.3408","None","None"
"document_1884","motif_33","0.022","0.311","485.3979","None","None"
"document_1975","motif_455","0.022","0.311","490.3870","None","None"
"document_4921","motif_97","0.027","0.311","748.3521","None","None"
"document_2617","motif_3","0.030","0.311","534.4008","None","None"
"document_5403","motif_397","0.034","0.311","888.6150","None","None"
"document_4658","motif_384","0.037","0.311","703.5239","None","None"
"document_2649","motif_198","0.043","0.311","536.4291","None","None"
"document_4861","motif_371","0.044","0.311","736.3855","None","None"
"document_1846","motif_82","0.048","0.311","483.3814","None","None"
"document_3849","motif_190","0.056","0.311","631.3618","None","None"
"document_4191","motif_51","0.066","0.311","657.2914","None","None"
"document_1816","motif_84","0.074","0.311","481.3632","None","None"
"document_4035","motif_216","0.074","0.311","644.5227","None","None"
"document_2048","motif_491","0.076","0.311","495.2354","None","None"
"document_748","motif_375","0.076","0.311","415.2106","None","None"
"document_1416","motif_82","0.116","0.311","459.3820","None","None"
"document_4161","motif_111","0.139","0.311","655.3084","None","None"
"document_5107","motif_444","0.142","0.311","788.5647","None","None"
"document_367","motif_76","0.169","0.311","373.3206","None","None"
"document_1714","motif_125","0.250","0.311","476.3761","None","None"
"document_858","motif_259","0.343","0.311","423.3974","None","None"
"document_317","motif_65","0.350","0.311","364.2469","None","None"
"document_1015","motif_263","0.375","0.311","434.3610","None","None"
"document_1793","motif_434","0.382","0.311","480.2966","None","None"
"document_2202","motif_220","0.537","0.311","504.4026","None","None"
"document_2454","motif_459","0.560","0.311","522.3762","None","None"
"document_5465","motif_439","0.951","0.311","919.5538","None","None"
"document_4245","motif_292","0.010","0.312","660.5560","None","None"
"document_580","motif_20","0.010","0.312","401.3389","None","None"
"document_2487","motif_84","0.011","0.312","524.4283","None","None"
"document_1363","motif_468","0.013","0.312","457.3660","None","None"
"document_2012","motif_401","0.015","0.312","492.3740","None","None"
"document_3371","motif_419","0.017","0.312","594.3642","None","None"
"document_3777","motif_295","0.019","0.312","626.2960","None","None"
"document_5001","motif_272","0.022","0.312","764.5281","None","None"
"document_2780","motif_305","0.025","0.312","547.4497","None","None"
"document_3289","motif_480","0.026","0.312","586.4940","None","None"
"document_5030","motif_347","0.027","0.312","770.5771","None","None"
"document_901","motif_20","0.027","0.312","426.3788","None","None"
"document_4361","motif_358","0.029","0.312","672.3498","None","None"
"document_1525","motif_331","0.037","0.312","466.3853","None","None"
"document_4443","motif_222","0.038","0.312","678.5671","None","None"
"document_3080","motif_180","0.043","0.312","570.2700","None","None"
"document_3184","motif_157","0.044","0.312","579.2938","None","None"
"document_3060","motif_84","0.046","0.312","568.4339","None","None"
"document_2219","motif_84","0.048","0.312","505.4341","None","None"
"document_5275","motif_319","0.049","0.312","830.3351","None","None"
"document_695","motif_439","0.056","0.312","411.3602","None","None"
"document_5006","motif_306","0.059","0.312","764.5628","None","None"
"document_4600","motif_266","0.062","0.312","696.5738","None","None"
"document_5543","motif_437","0.063","0.312","955.7055","None","None"
"document_4146","motif_361","0.068","0.312","654.3472","None","None"
"document_4836","motif_345","0.074","0.312","732.5235","None","None"
"document_3667","motif_203","0.084","0.312","616.3458","None","None"
"document_839","motif_402","0.086","0.312","423.3606","None","None"
"document_2823","motif_19","0.088","0.312","550.4073","None","None"
"document_3480","motif_331","0.090","0.312","601.4229","None","None"
"document_514","motif_365","0.093","0.312","395.3299","None","None"
"document_2664","motif_491","0.096","0.312","537.2828","None","None"
"document_3483","motif_345","0.108","0.312","601.4580","None","None"
"document_2870","motif_159","0.110","0.312","553.2434","None","None"
"document_5212","motif_23","0.116","0.312","810.6464","None","None"
"document_1983","motif_10","0.160","0.312","490.3878","None","None"
"document_1365","motif_104","0.168","0.312","457.3661","None","None"
"document_4443","motif_89","0.195","0.312","678.5671","None","None"
"document_692","motif_402","0.258","0.312","411.3598","None","None"
"document_826","motif_456","0.424","0.312","422.2155","None","None"
"document_322","motif_468","0.537","0.312","365.3189","None","None"
"document_433","motif_468","0.596","0.312","383.3288","None","None"
"document_4085","motif_44","0.903","0.312","650.3060","None","None"
"document_3485","motif_190","0.010","0.313","602.3089","None","None"
"document_2596","motif_461","0.011","0.313","532.3979","None","None"
"document_4533","motif_318","0.011","0.313","688.3690","None","None"
"document_3781","motif_321","0.012","0.313","626.3664","None","None"
"document_4491","motif_363","0.014","0.313","683.5596","None","None"
"document_3388","motif_22","0.016","0.313","596.3566","None","None"
"document_3881","motif_157","0.016","0.313","634.3233","None","None"
"document_3921","motif_88","0.018","0.313","637.4544","None","None"
"document_3971","motif_84","0.020","0.313","640.5238","None","None"
"document_285","motif_469","0.021","0.313","359.2203","None","None"
"document_4208","motif_465","0.023","0.313","658.3575","None","None"
"document_3415","motif_148","0.025","0.313","598.2692","None","None"
"document_3640","motif_345","0.025","0.313","614.4707","None","None"
"document_4326","motif_261","0.027","0.313","668.5426","None","None"
"document_561","motif_365","0.030","0.313","399.3239","None","None"
"document_3346","motif_393","0.033","0.313","592.3115","None","None"
"document_2191","motif_478","0.035","0.313","504.3673","None","None"
"document_4226","motif_443","0.039","0.313","659.2841","None","None"
"document_3371","motif_422","0.040","0.313","594.3642","None","None"
"document_387","motif_76","0.043","0.313","376.2469","None","None"
"document_2126","motif_76","0.045","0.313","500.4445","None","None"
"document_3815","motif_82","0.054","0.313","628.5272","None","None"
"document_4076","motif_196","0.055","0.313","648.5160","None","None"
"document_774","motif_82","0.058","0.313","416.3591","None","None"
"document_2282","motif_301","0.059","0.313","511.2698","None","None"
"document_2087","motif_280","0.062","0.313","498.4847","None","None"
"document_5602","motif_487","0.063","0.313","980.7546","None","None"
"document_2668","motif_136","0.069","0.313","537.4314","None","None"
"document_1590","motif_175","0.072","0.313","471.3112","None","None"
"document_470","motif_170","0.073","0.313","387.3244","None","None"
"document_4390","motif_468","0.074","0.313","674.4978","None","None"
"document_79","motif_157","0.077","0.313","306.2782","None","None"
"document_4429","motif_432","0.089","0.313","678.2909","None","None"
"document_4965","motif_241","0.094","0.313","756.3420","None","None"
"document_19","motif_345","0.113","0.313","273.2550","None","None"
"document_2930","motif_435","0.126","0.313","558.3055","None","None"
"document_5369","motif_286","0.142","0.313","868.6276","None","None"
"document_330","motif_156","0.196","0.313","367.3369","None","None"
"document_4336","motif_393","0.253","0.313","670.4854","None","None"
"document_4337","motif_393","0.260","0.313","670.4870","None","None"
"document_4639","motif_15","0.374","0.313","700.5469","None","None"
"document_3592","motif_243","0.390","0.313","610.5393","None","None"
"document_3230","motif_123","0.434","0.313","582.4871","None","None"
"document_4204","motif_132","0.453","0.313","658.3217","None","None"
"document_1648","motif_206","0.493","0.313","473.3614","None","None"
"document_3945","motif_432","0.504","0.313","639.2787","None","None"
"document_4393","motif_313","0.659","0.313","674.5147","None","None"
"document_1290","motif_15","0.814","0.313","454.3818","None","None"
"document_1212","motif_406","0.011","0.314","446.3963","None","None"
"document_958","motif_19","0.011","0.314","429.3719","None","None"
"document_1482","motif_157","0.012","0.314","463.2465","None","None"
"document_1822","motif_93","0.012","0.314","481.3658","None","None"
"document_3651","motif_458","0.014","0.314","615.4027","None","None"
"document_4889","motif_125","0.014","0.314","742.5310","None","None"
"document_711","motif_267","0.014","0.314","412.3408","None","None"
"document_5349","motif_189","0.015","0.314","860.6207","None","None"
"document_1239","motif_136","0.016","0.314","448.3748","None","None"
"document_608","motif_387","0.016","0.314","404.3510","None","None"
"document_3145","motif_169","0.017","0.314","575.4406","None","None"
"document_971","motif_23","0.017","0.314","431.3128","None","None"
"document_2074","motif_331","0.018","0.314","497.3590","None","None"
"document_342","motif_305","0.018","0.314","370.3665","None","None"
"document_4131","motif_393","0.018","0.314","652.5137","None","None"
"document_4097","motif_383","0.020","0.314","650.4398","None","None"
"document_508","motif_136","0.021","0.314","393.3534","None","None"
"document_1695","motif_337","0.022","0.314","475.2330","None","None"
"document_3048","motif_432","0.022","0.314","567.3172","None","None"
"document_2412","motif_125","0.024","0.314","520.3501","None","None"
"document_1099","motif_306","0.025","0.314","441.3360","None","None"
"document_1112","motif_305","0.025","0.314","441.3717","None","None"
"document_4173","motif_377","0.026","0.314","656.3413","None","None"
"document_3411","motif_20","0.030","0.314","597.4824","None","None"
"document_445","motif_280","0.030","0.314","383.3365","None","None"
"document_1421","motif_494","0.031","0.314","459.3829","None","None"
"document_1466","motif_157","0.031","0.314","462.3903","None","None"
"document_5444","motif_476","0.032","0.314","910.5575","None","None"
"document_1278","motif_345","0.034","0.314","453.3701","None","None"
"document_5167","motif_157","0.034","0.314","800.6011","None","None"
"document_2216","motif_314","0.040","0.314","505.3737","None","None"
"document_4829","motif_380","0.044","0.314","732.3215","None","None"
"document_4510","motif_62","0.060","0.314","686.3158","None","None"
"document_5549","motif_382","0.063","0.314","958.7308","None","None"
"document_1334","motif_13","0.064","0.314","455.4453","None","None"
"document_839","motif_468","0.064","0.314","423.3606","None","None"
"document_3877","motif_111","0.076","0.314","634.2996","None","None"
"document_856","motif_345","0.080","0.314","423.3971","None","None"
"document_2613","motif_297","0.081","0.314","534.3050","None","None"
"document_372","motif_103","0.085","0.314","374.3243","None","None"
"document_2650","motif_198","0.095","0.314","536.4291","None","None"
"document_5039","motif_243","0.103","0.314","772.6065","None","None"
"document_2426","motif_137","0.120","0.314","520.4309","None","None"
"document_969","motif_159","0.124","0.314","431.2061","None","None"
"document_4187","motif_54","0.175","0.314","656.5399","None","None"
