CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex
1284	1284	0.0	1.0	1.0	1.0	-1
1285	1285	0.0	1.0	1.0	1.0	-1
1288	1288	0.0	1.0	1.0	1.0	-1
1289	1289	0.0	1.0	1.0	1.0	-1
1296	1296	0.0	1.0	1.0	1.0	-1
1298	1298	0.0	1.0	1.0	1.0	-1
1299	1299	0.0	1.0	1.0	1.0	-1
1301	1301	0.0	1.0	1.0	1.0	-1
1302	1302	0.0	1.0	1.0	1.0	-1
1304	1304	0.0	1.0	1.0	1.0	-1
1308	1308	0.0	1.0	1.0	1.0	-1
1309	1309	0.0	1.0	1.0	1.0	-1
1313	1313	0.0	1.0	1.0	1.0	-1
1314	1314	0.0	1.0	1.0	1.0	-1
1315	1315	0.0	1.0	1.0	1.0	-1
1316	1316	0.0	1.0	1.0	1.0	-1
1317	1317	0.0	1.0	1.0	1.0	-1
1319	1319	0.0	1.0	1.0	1.0	-1
1320	1320	0.0	1.0	1.0	1.0	-1
1322	1322	0.0	1.0	1.0	1.0	-1
1323	1323	0.0	1.0	1.0	1.0	-1
1324	1324	0.0	1.0	1.0	1.0	-1
1326	1326	0.0	1.0	1.0	1.0	-1
1327	1327	0.0	1.0	1.0	1.0	-1
1329	1329	0.0	1.0	1.0	1.0	-1
1330	1330	0.0	1.0	1.0	1.0	-1
1332	1332	0.0	1.0	1.0	1.0	-1
1336	1336	0.0	1.0	1.0	1.0	-1
1337	1337	0.0	1.0	1.0	1.0	-1
1339	1339	0.0	1.0	1.0	1.0	-1
1343	1343	0.0	1.0	1.0	1.0	-1
1344	1344	0.0	1.0	1.0	1.0	-1
1346	1346	0.0	1.0	1.0	1.0	-1
1353	1353	0.0	1.0	1.0	1.0	-1
1355	1355	0.0	1.0	1.0	1.0	-1
1356	1356	0.0	1.0	1.0	1.0	-1
1357	1357	0.0	1.0	1.0	1.0	-1
1358	1358	0.0	1.0	1.0	1.0	-1
1359	1359	0.0	1.0	1.0	1.0	-1
1361	1361	0.0	1.0	1.0	1.0	-1
1363	1363	0.0	1.0	1.0	1.0	-1
1364	1364	0.0	1.0	1.0	1.0	-1
1365	1365	0.0	1.0	1.0	1.0	-1
1366	1366	0.0	1.0	1.0	1.0	-1
1367	1367	0.0	1.0	1.0	1.0	-1
1368	1368	0.0	1.0	1.0	1.0	-1
1369	1369	0.0	1.0	1.0	1.0	-1
1370	1370	0.0	1.0	1.0	1.0	-1
1371	1371	0.0	1.0	1.0	1.0	-1
1372	1372	0.0	1.0	1.0	1.0	-1
1373	1373	0.0	1.0	1.0	1.0	-1
1374	1374	0.0	1.0	1.0	1.0	-1
1375	1375	0.0	1.0	1.0	1.0	-1
1378	1378	0.0	1.0	1.0	1.0	-1
1379	1379	0.0	1.0	1.0	1.0	-1
1380	1380	0.0	1.0	1.0	1.0	-1
1381	1381	0.0	1.0	1.0	1.0	-1
1382	1382	0.0	1.0	1.0	1.0	-1
1383	1383	0.0	1.0	1.0	1.0	-1
1386	1386	0.0	1.0	1.0	1.0	-1
1392	1392	0.0	1.0	1.0	1.0	-1
1394	1394	0.0	1.0	1.0	1.0	-1
1395	1395	0.0	1.0	1.0	1.0	-1
1397	1397	0.0	1.0	1.0	1.0	-1
1399	1399	0.0	1.0	1.0	1.0	-1
1401	1401	0.0	1.0	1.0	1.0	-1
1402	1402	0.0	1.0	1.0	1.0	-1
1403	1403	0.0	1.0	1.0	1.0	-1
1405	1405	0.0	1.0	1.0	1.0	-1
1406	1406	0.0	1.0	1.0	1.0	-1
1407	1407	0.0	1.0	1.0	1.0	-1
1408	1408	0.0	1.0	1.0	1.0	-1
1410	1410	0.0	1.0	1.0	1.0	-1
1411	1411	0.0	1.0	1.0	1.0	-1
1412	1412	0.0	1.0	1.0	1.0	-1
1413	1413	0.0	1.0	1.0	1.0	-1
1416	1416	0.0	1.0	1.0	1.0	-1
1419	1419	0.0	1.0	1.0	1.0	-1
1420	1420	0.0	1.0	1.0	1.0	-1
1421	1421	0.0	1.0	1.0	1.0	-1
1424	1424	0.0	1.0	1.0	1.0	-1
1425	1425	0.0	1.0	1.0	1.0	-1
1426	1426	0.0	1.0	1.0	1.0	-1
1427	1427	0.0	1.0	1.0	1.0	-1
1428	1428	0.0	1.0	1.0	1.0	-1
1429	1429	0.0	1.0	1.0	1.0	-1
1430	1430	0.0	1.0	1.0	1.0	-1
1431	1431	0.0	1.0	1.0	1.0	-1
1432	1432	0.0	1.0	1.0	1.0	-1
1433	1433	0.0	1.0	1.0	1.0	-1
1434	1434	0.0	1.0	1.0	1.0	-1
1435	1435	0.0	1.0	1.0	1.0	-1
1437	1437	0.0	1.0	1.0	1.0	-1
1438	1438	0.0	1.0	1.0	1.0	-1
1441	1441	0.0	1.0	1.0	1.0	-1
1442	1442	0.0	1.0	1.0	1.0	-1
1443	1443	0.0	1.0	1.0	1.0	-1
1450	1450	0.0	1.0	1.0	1.0	-1
1454	1454	0.0	1.0	1.0	1.0	-1
1456	1456	0.0	1.0	1.0	1.0	-1
1457	1457	0.0	1.0	1.0	1.0	-1
1459	1459	0.0	1.0	1.0	1.0	-1
1461	1461	0.0	1.0	1.0	1.0	-1
1463	1463	0.0	1.0	1.0	1.0	-1
1466	1466	0.0	1.0	1.0	1.0	-1
1467	1467	0.0	1.0	1.0	1.0	-1
1468	1468	0.0	1.0	1.0	1.0	-1
1469	1469	0.0	1.0	1.0	1.0	-1
1471	1471	0.0	1.0	1.0	1.0	-1
1474	1474	0.0	1.0	1.0	1.0	-1
1476	1476	0.0	1.0	1.0	1.0	-1
1477	1477	0.0	1.0	1.0	1.0	-1
1478	1478	0.0	1.0	1.0	1.0	-1
1480	1480	0.0	1.0	1.0	1.0	-1
1481	1481	0.0	1.0	1.0	1.0	-1
1482	1482	0.0	1.0	1.0	1.0	-1
1483	1483	0.0	1.0	1.0	1.0	-1
1484	1484	0.0	1.0	1.0	1.0	-1
1485	1485	0.0	1.0	1.0	1.0	-1
1486	1486	0.0	1.0	1.0	1.0	-1
1488	1488	0.0	1.0	1.0	1.0	-1
1489	1489	0.0	1.0	1.0	1.0	-1
1491	1491	0.0	1.0	1.0	1.0	-1
1498	1498	0.0	1.0	1.0	1.0	-1
1499	1499	0.0	1.0	1.0	1.0	-1
1500	1500	0.0	1.0	1.0	1.0	-1
1501	1501	0.0	1.0	1.0	1.0	-1
1504	1504	0.0	1.0	1.0	1.0	-1
1505	1505	0.0	1.0	1.0	1.0	-1
1506	1506	0.0	1.0	1.0	1.0	-1
1510	1510	0.0	1.0	1.0	1.0	-1
1511	1511	0.0	1.0	1.0	1.0	-1
1512	1512	0.0	1.0	1.0	1.0	-1
1513	1513	0.0	1.0	1.0	1.0	-1
1515	1515	0.0	1.0	1.0	1.0	-1
1516	1516	0.0	1.0	1.0	1.0	-1
1517	1517	0.0	1.0	1.0	1.0	-1
1519	1519	0.0	1.0	1.0	1.0	-1
1520	1520	0.0	1.0	1.0	1.0	-1
1521	1521	0.0	1.0	1.0	1.0	-1
1522	1522	0.0	1.0	1.0	1.0	-1
1525	1525	0.0	1.0	1.0	1.0	-1
1527	1527	0.0	1.0	1.0	1.0	-1
1530	1530	0.0	1.0	1.0	1.0	-1
1531	1531	0.0	1.0	1.0	1.0	-1
1532	1532	0.0	1.0	1.0	1.0	-1
1533	1533	0.0	1.0	1.0	1.0	-1
1538	1538	0.0	1.0	1.0	1.0	-1
1542	1542	0.0	1.0	1.0	1.0	-1
1543	1543	0.0	1.0	1.0	1.0	-1
1547	1547	0.0	1.0	1.0	1.0	-1
1548	1548	0.0	1.0	1.0	1.0	-1
1550	1550	0.0	1.0	1.0	1.0	-1
1551	1551	0.0	1.0	1.0	1.0	-1
1553	1553	0.0	1.0	1.0	1.0	-1
1554	1554	0.0	1.0	1.0	1.0	-1
1555	1555	0.0	1.0	1.0	1.0	-1
1556	1556	0.0	1.0	1.0	1.0	-1
1557	1557	0.0	1.0	1.0	1.0	-1
1558	1558	0.0	1.0	1.0	1.0	-1
1559	1559	0.0	1.0	1.0	1.0	-1
1560	1560	0.0	1.0	1.0	1.0	-1
1561	1561	0.0	1.0	1.0	1.0	-1
1566	1566	0.0	1.0	1.0	1.0	-1
1567	1567	0.0	1.0	1.0	1.0	-1
1570	1570	0.0	1.0	1.0	1.0	-1
1572	1572	0.0	1.0	1.0	1.0	-1
1576	1576	0.0	1.0	1.0	1.0	-1
1577	1577	0.0	1.0	1.0	1.0	-1
1578	1578	0.0	1.0	1.0	1.0	-1
1581	1581	0.0	1.0	1.0	1.0	-1
1582	1582	0.0	1.0	1.0	1.0	-1
1591	1591	0.0	1.0	1.0	1.0	-1
1592	1592	0.0	1.0	1.0	1.0	-1
1593	1593	0.0	1.0	1.0	1.0	-1
1594	1594	0.0	1.0	1.0	1.0	-1
1595	1595	0.0	1.0	1.0	1.0	-1
1597	1597	0.0	1.0	1.0	1.0	-1
1598	1598	0.0	1.0	1.0	1.0	-1
1600	1600	0.0	1.0	1.0	1.0	-1
1602	1602	0.0	1.0	1.0	1.0	-1
1604	1604	0.0	1.0	1.0	1.0	-1
1605	1605	0.0	1.0	1.0	1.0	-1
1608	1608	0.0	1.0	1.0	1.0	-1
1609	1609	0.0	1.0	1.0	1.0	-1
1610	1610	0.0	1.0	1.0	1.0	-1
1612	1612	0.0	1.0	1.0	1.0	-1
1613	1613	0.0	1.0	1.0	1.0	-1
1614	1614	0.0	1.0	1.0	1.0	-1
1615	1615	0.0	1.0	1.0	1.0	-1
1618	1618	0.0	1.0	1.0	1.0	-1
1621	1621	0.0	1.0	1.0	1.0	-1
1622	1622	0.0	1.0	1.0	1.0	-1
1624	1624	0.0	1.0	1.0	1.0	-1
1626	1626	0.0	1.0	1.0	1.0	-1
1630	1630	0.0	1.0	1.0	1.0	-1
1631	1631	0.0	1.0	1.0	1.0	-1
1637	1637	0.0	1.0	1.0	1.0	-1
1638	1638	0.0	1.0	1.0	1.0	-1
1639	1639	0.0	1.0	1.0	1.0	-1
1640	1640	0.0	1.0	1.0	1.0	-1
1641	1641	0.0	1.0	1.0	1.0	-1
1642	1642	0.0	1.0	1.0	1.0	-1
1647	1647	0.0	1.0	1.0	1.0	-1
1649	1649	0.0	1.0	1.0	1.0	-1
1652	1652	0.0	1.0	1.0	1.0	-1
1657	1657	0.0	1.0	1.0	1.0	-1
1658	1658	0.0	1.0	1.0	1.0	-1
1659	1659	0.0	1.0	1.0	1.0	-1
1660	1660	0.0	1.0	1.0	1.0	-1
1661	1661	0.0	1.0	1.0	1.0	-1
1662	1662	0.0	1.0	1.0	1.0	-1
1663	1663	0.0	1.0	1.0	1.0	-1
1666	1666	0.0	1.0	1.0	1.0	-1
1668	1668	0.0	1.0	1.0	1.0	-1
1672	1672	0.0	1.0	1.0	1.0	-1
1673	1673	0.0	1.0	1.0	1.0	-1
1674	1674	0.0	1.0	1.0	1.0	-1
1676	1676	0.0	1.0	1.0	1.0	-1
1677	1677	0.0	1.0	1.0	1.0	-1
1678	1678	0.0	1.0	1.0	1.0	-1
1679	1679	0.0	1.0	1.0	1.0	-1
1680	1680	0.0	1.0	1.0	1.0	-1
1683	1683	0.0	1.0	1.0	1.0	-1
1684	1684	0.0	1.0	1.0	1.0	-1
1685	1685	0.0	1.0	1.0	1.0	-1
1686	1686	0.0	1.0	1.0	1.0	-1
1688	1688	0.0	1.0	1.0	1.0	-1
1689	1689	0.0	1.0	1.0	1.0	-1
1690	1690	0.0	1.0	1.0	1.0	-1
1691	1691	0.0	1.0	1.0	1.0	-1
1694	1694	0.0	1.0	1.0	1.0	-1
1696	1696	0.0	1.0	1.0	1.0	-1
1697	1697	0.0	1.0	1.0	1.0	-1
1699	1699	0.0	1.0	1.0	1.0	-1
1700	1700	0.0	1.0	1.0	1.0	-1
1702	1702	0.0	1.0	1.0	1.0	-1
1704	1704	0.0	1.0	1.0	1.0	-1
1705	1705	0.0	1.0	1.0	1.0	-1
1706	1706	0.0	1.0	1.0	1.0	-1
1707	1707	0.0	1.0	1.0	1.0	-1
1708	1708	0.0	1.0	1.0	1.0	-1
1711	1711	0.0	1.0	1.0	1.0	-1
1712	1712	0.0	1.0	1.0	1.0	-1
1713	1713	0.0	1.0	1.0	1.0	-1
1715	1715	0.0	1.0	1.0	1.0	-1
1717	1717	0.0	1.0	1.0	1.0	-1
1719	1719	0.0	1.0	1.0	1.0	-1
1720	1720	0.0	1.0	1.0	1.0	-1
1722	1722	0.0	1.0	1.0	1.0	-1
1725	1725	0.0	1.0	1.0	1.0	-1
1726	1726	0.0	1.0	1.0	1.0	-1
1728	1728	0.0	1.0	1.0	1.0	-1
1730	1730	0.0	1.0	1.0	1.0	-1
1732	1732	0.0	1.0	1.0	1.0	-1
1735	1735	0.0	1.0	1.0	1.0	-1
1736	1736	0.0	1.0	1.0	1.0	-1
1737	1737	0.0	1.0	1.0	1.0	-1
1738	1738	0.0	1.0	1.0	1.0	-1
1739	1739	0.0	1.0	1.0	1.0	-1
1740	1740	0.0	1.0	1.0	1.0	-1
1742	1742	0.0	1.0	1.0	1.0	-1
1750	1750	0.0	1.0	1.0	1.0	-1
1753	1753	0.0	1.0	1.0	1.0	-1
1755	1755	0.0	1.0	1.0	1.0	-1
1760	1760	0.0	1.0	1.0	1.0	-1
1761	1761	0.0	1.0	1.0	1.0	-1
1764	1764	0.0	1.0	1.0	1.0	-1
1766	1766	0.0	1.0	1.0	1.0	-1
1772	1772	0.0	1.0	1.0	1.0	-1
1774	1774	0.0	1.0	1.0	1.0	-1
1777	1777	0.0	1.0	1.0	1.0	-1
1778	1778	0.0	1.0	1.0	1.0	-1
1779	1779	0.0	1.0	1.0	1.0	-1
1782	1782	0.0	1.0	1.0	1.0	-1
1783	1783	0.0	1.0	1.0	1.0	-1
1784	1784	0.0	1.0	1.0	1.0	-1
1785	1785	0.0	1.0	1.0	1.0	-1
1787	1787	0.0	1.0	1.0	1.0	-1
1788	1788	0.0	1.0	1.0	1.0	-1
1789	1789	0.0	1.0	1.0	1.0	-1
1790	1790	0.0	1.0	1.0	1.0	-1
1791	1791	0.0	1.0	1.0	1.0	-1
1794	1794	0.0	1.0	1.0	1.0	-1
1795	1795	0.0	1.0	1.0	1.0	-1
1798	1798	0.0	1.0	1.0	1.0	-1
1801	1801	0.0	1.0	1.0	1.0	-1
1806	1806	0.0	1.0	1.0	1.0	-1
1810	1810	0.0	1.0	1.0	1.0	-1
1812	1812	0.0	1.0	1.0	1.0	-1
1813	1813	0.0	1.0	1.0	1.0	-1
1815	1815	0.0	1.0	1.0	1.0	-1
1817	1817	0.0	1.0	1.0	1.0	-1
1818	1818	0.0	1.0	1.0	1.0	-1
1820	1820	0.0	1.0	1.0	1.0	-1
1821	1821	0.0	1.0	1.0	1.0	-1
1824	1824	0.0	1.0	1.0	1.0	-1
1825	1825	0.0	1.0	1.0	1.0	-1
1826	1826	0.0	1.0	1.0	1.0	-1
1827	1827	0.0	1.0	1.0	1.0	-1
1828	1828	0.0	1.0	1.0	1.0	-1
1829	1829	0.0	1.0	1.0	1.0	-1
1830	1830	0.0	1.0	1.0	1.0	-1
1831	1831	0.0	1.0	1.0	1.0	-1
1832	1832	0.0	1.0	1.0	1.0	-1
1833	1833	0.0	1.0	1.0	1.0	-1
1838	1838	0.0	1.0	1.0	1.0	-1
1839	1839	0.0	1.0	1.0	1.0	-1
1840	1840	0.0	1.0	1.0	1.0	-1
1841	1841	0.0	1.0	1.0	1.0	-1
1842	1842	0.0	1.0	1.0	1.0	-1
1843	1843	0.0	1.0	1.0	1.0	-1
1845	1845	0.0	1.0	1.0	1.0	-1
1846	1846	0.0	1.0	1.0	1.0	-1
1848	1848	0.0	1.0	1.0	1.0	-1
1849	1849	0.0	1.0	1.0	1.0	-1
1850	1850	0.0	1.0	1.0	1.0	-1
1852	1852	0.0	1.0	1.0	1.0	-1
1853	1853	0.0	1.0	1.0	1.0	-1
1856	1856	0.0	1.0	1.0	1.0	-1
1857	1857	0.0	1.0	1.0	1.0	-1
1858	1858	0.0	1.0	1.0	1.0	-1
1859	1859	0.0	1.0	1.0	1.0	-1
1861	1861	0.0	1.0	1.0	1.0	-1
1863	1863	0.0	1.0	1.0	1.0	-1
1864	1864	0.0	1.0	1.0	1.0	-1
1866	1866	0.0	1.0	1.0	1.0	-1
1867	1867	0.0	1.0	1.0	1.0	-1
1868	1868	0.0	1.0	1.0	1.0	-1
1869	1869	0.0	1.0	1.0	1.0	-1
1870	1870	0.0	1.0	1.0	1.0	-1
1871	1871	0.0	1.0	1.0	1.0	-1
1872	1872	0.0	1.0	1.0	1.0	-1
1873	1873	0.0	1.0	1.0	1.0	-1
1874	1874	0.0	1.0	1.0	1.0	-1
1876	1876	0.0	1.0	1.0	1.0	-1
1878	1878	0.0	1.0	1.0	1.0	-1
1879	1879	0.0	1.0	1.0	1.0	-1
1880	1880	0.0	1.0	1.0	1.0	-1
1884	1884	0.0	1.0	1.0	1.0	-1
1885	1885	0.0	1.0	1.0	1.0	-1
1887	1887	0.0	1.0	1.0	1.0	-1
1888	1888	0.0	1.0	1.0	1.0	-1
1890	1890	0.0	1.0	1.0	1.0	-1
1891	1891	0.0	1.0	1.0	1.0	-1
1892	1892	0.0	1.0	1.0	1.0	-1
1894	1894	0.0	1.0	1.0	1.0	-1
1902	1902	0.0	1.0	1.0	1.0	-1
1904	1904	0.0	1.0	1.0	1.0	-1
1905	1905	0.0	1.0	1.0	1.0	-1
1917	1917	0.0	1.0	1.0	1.0	-1
1918	1918	0.0	1.0	1.0	1.0	-1
1921	1921	0.0	1.0	1.0	1.0	-1
1925	1925	0.0	1.0	1.0	1.0	-1
1928	1928	0.0	1.0	1.0	1.0	-1
1929	1929	0.0	1.0	1.0	1.0	-1
1930	1930	0.0	1.0	1.0	1.0	-1
1931	1931	0.0	1.0	1.0	1.0	-1
1932	1932	0.0	1.0	1.0	1.0	-1
1933	1933	0.0	1.0	1.0	1.0	-1
1934	1934	0.0	1.0	1.0	1.0	-1
1935	1935	0.0	1.0	1.0	1.0	-1
1936	1936	0.0	1.0	1.0	1.0	-1
1938	1938	0.0	1.0	1.0	1.0	-1
1939	1939	0.0	1.0	1.0	1.0	-1
1944	1944	0.0	1.0	1.0	1.0	-1
1945	1945	0.0	1.0	1.0	1.0	-1
1946	1946	0.0	1.0	1.0	1.0	-1
1947	1947	0.0	1.0	1.0	1.0	-1
1948	1948	0.0	1.0	1.0	1.0	-1
1949	1949	0.0	1.0	1.0	1.0	-1
1951	1951	0.0	1.0	1.0	1.0	-1
1952	1952	0.0	1.0	1.0	1.0	-1
1953	1953	0.0	1.0	1.0	1.0	-1
1958	1958	0.0	1.0	1.0	1.0	-1
1960	1960	0.0	1.0	1.0	1.0	-1
1965	1965	0.0	1.0	1.0	1.0	-1
1966	1966	0.0	1.0	1.0	1.0	-1
1970	1970	0.0	1.0	1.0	1.0	-1
1971	1971	0.0	1.0	1.0	1.0	-1
1973	1973	0.0	1.0	1.0	1.0	-1
1976	1976	0.0	1.0	1.0	1.0	-1
1977	1977	0.0	1.0	1.0	1.0	-1
1983	1983	0.0	1.0	1.0	1.0	-1
1986	1986	0.0	1.0	1.0	1.0	-1
1987	1987	0.0	1.0	1.0	1.0	-1
1989	1989	0.0	1.0	1.0	1.0	-1
1990	1990	0.0	1.0	1.0	1.0	-1
1991	1991	0.0	1.0	1.0	1.0	-1
1992	1992	0.0	1.0	1.0	1.0	-1
1993	1993	0.0	1.0	1.0	1.0	-1
1996	1996	0.0	1.0	1.0	1.0	-1
1997	1997	0.0	1.0	1.0	1.0	-1
1998	1998	0.0	1.0	1.0	1.0	-1
1999	1999	0.0	1.0	1.0	1.0	-1
2000	2000	0.0	1.0	1.0	1.0	-1
2001	2001	0.0	1.0	1.0	1.0	-1
2003	2003	0.0	1.0	1.0	1.0	-1
2007	2007	0.0	1.0	1.0	1.0	-1
2009	2009	0.0	1.0	1.0	1.0	-1
2010	2010	0.0	1.0	1.0	1.0	-1
2013	2013	0.0	1.0	1.0	1.0	-1
2015	2015	0.0	1.0	1.0	1.0	-1
2016	2016	0.0	1.0	1.0	1.0	-1
2018	2018	0.0	1.0	1.0	1.0	-1
2020	2020	0.0	1.0	1.0	1.0	-1
2025	2025	0.0	1.0	1.0	1.0	-1
2026	2026	0.0	1.0	1.0	1.0	-1
2027	2027	0.0	1.0	1.0	1.0	-1
2028	2028	0.0	1.0	1.0	1.0	-1
2029	2029	0.0	1.0	1.0	1.0	-1
2032	2032	0.0	1.0	1.0	1.0	-1
2033	2033	0.0	1.0	1.0	1.0	-1
2034	2034	0.0	1.0	1.0	1.0	-1
2037	2037	0.0	1.0	1.0	1.0	-1
2038	2038	0.0	1.0	1.0	1.0	-1
2039	2039	0.0	1.0	1.0	1.0	-1
2040	2040	0.0	1.0	1.0	1.0	-1
2041	2041	0.0	1.0	1.0	1.0	-1
2042	2042	0.0	1.0	1.0	1.0	-1
2044	2044	0.0	1.0	1.0	1.0	-1
2045	2045	0.0	1.0	1.0	1.0	-1
2048	2048	0.0	1.0	1.0	1.0	-1
2049	2049	0.0	1.0	1.0	1.0	-1
2050	2050	0.0	1.0	1.0	1.0	-1
2051	2051	0.0	1.0	1.0	1.0	-1
2053	2053	0.0	1.0	1.0	1.0	-1
2054	2054	0.0	1.0	1.0	1.0	-1
2055	2055	0.0	1.0	1.0	1.0	-1
2057	2057	0.0	1.0	1.0	1.0	-1
2059	2059	0.0	1.0	1.0	1.0	-1
2062	2062	0.0	1.0	1.0	1.0	-1
2067	2067	0.0	1.0	1.0	1.0	-1
2068	2068	0.0	1.0	1.0	1.0	-1
2071	2071	0.0	1.0	1.0	1.0	-1
2073	2073	0.0	1.0	1.0	1.0	-1
2074	2074	0.0	1.0	1.0	1.0	-1
2075	2075	0.0	1.0	1.0	1.0	-1
2077	2077	0.0	1.0	1.0	1.0	-1
2078	2078	0.0	1.0	1.0	1.0	-1
2079	2079	0.0	1.0	1.0	1.0	-1
2080	2080	0.0	1.0	1.0	1.0	-1
2082	2082	0.0	1.0	1.0	1.0	-1
2086	2086	0.0	1.0	1.0	1.0	-1
2089	2089	0.0	1.0	1.0	1.0	-1
2090	2090	0.0	1.0	1.0	1.0	-1
2093	2093	0.0	1.0	1.0	1.0	-1
2095	2095	0.0	1.0	1.0	1.0	-1
2097	2097	0.0	1.0	1.0	1.0	-1
2098	2098	0.0	1.0	1.0	1.0	-1
2099	2099	0.0	1.0	1.0	1.0	-1
2101	2101	0.0	1.0	1.0	1.0	-1
2104	2104	0.0	1.0	1.0	1.0	-1
2106	2106	0.0	1.0	1.0	1.0	-1
2107	2107	0.0	1.0	1.0	1.0	-1
2108	2108	0.0	1.0	1.0	1.0	-1
2109	2109	0.0	1.0	1.0	1.0	-1
2112	2112	0.0	1.0	1.0	1.0	-1
2114	2114	0.0	1.0	1.0	1.0	-1
2115	2115	0.0	1.0	1.0	1.0	-1
2116	2116	0.0	1.0	1.0	1.0	-1
2117	2117	0.0	1.0	1.0	1.0	-1
2118	2118	0.0	1.0	1.0	1.0	-1
2119	2119	0.0	1.0	1.0	1.0	-1
2120	2120	0.0	1.0	1.0	1.0	-1
2121	2121	0.0	1.0	1.0	1.0	-1
2123	2123	0.0	1.0	1.0	1.0	-1
2124	2124	0.0	1.0	1.0	1.0	-1
2125	2125	0.0	1.0	1.0	1.0	-1
2126	2126	0.0	1.0	1.0	1.0	-1
2128	2128	0.0	1.0	1.0	1.0	-1
2129	2129	0.0	1.0	1.0	1.0	-1
2134	2134	0.0	1.0	1.0	1.0	-1
2137	2137	0.0	1.0	1.0	1.0	-1
2138	2138	0.0	1.0	1.0	1.0	-1
2139	2139	0.0	1.0	1.0	1.0	-1
2140	2140	0.0	1.0	1.0	1.0	-1
2141	2141	0.0	1.0	1.0	1.0	-1
2142	2142	0.0	1.0	1.0	1.0	-1
2143	2143	0.0	1.0	1.0	1.0	-1
2146	2146	0.0	1.0	1.0	1.0	-1
2147	2147	0.0	1.0	1.0	1.0	-1
2148	2148	0.0	1.0	1.0	1.0	-1
2149	2149	0.0	1.0	1.0	1.0	-1
2151	2151	0.0	1.0	1.0	1.0	-1
2152	2152	0.0	1.0	1.0	1.0	-1
2154	2154	0.0	1.0	1.0	1.0	-1
2155	2155	0.0	1.0	1.0	1.0	-1
2158	2158	0.0	1.0	1.0	1.0	-1
2161	2161	0.0	1.0	1.0	1.0	-1
2162	2162	0.0	1.0	1.0	1.0	-1
2163	2163	0.0	1.0	1.0	1.0	-1
2164	2164	0.0	1.0	1.0	1.0	-1
2165	2165	0.0	1.0	1.0	1.0	-1
2166	2166	0.0	1.0	1.0	1.0	-1
2167	2167	0.0	1.0	1.0	1.0	-1
2168	2168	0.0	1.0	1.0	1.0	-1
2169	2169	0.0	1.0	1.0	1.0	-1
2170	2170	0.0	1.0	1.0	1.0	-1
2172	2172	0.0	1.0	1.0	1.0	-1
2173	2173	0.0	1.0	1.0	1.0	-1
2175	2175	0.0	1.0	1.0	1.0	-1
2177	2177	0.0	1.0	1.0	1.0	-1
2181	2181	0.0	1.0	1.0	1.0	-1
2184	2184	0.0	1.0	1.0	1.0	-1
2185	2185	0.0	1.0	1.0	1.0	-1
2186	2186	0.0	1.0	1.0	1.0	-1
2189	2189	0.0	1.0	1.0	1.0	-1
2190	2190	0.0	1.0	1.0	1.0	-1
2193	2193	0.0	1.0	1.0	1.0	-1
2194	2194	0.0	1.0	1.0	1.0	-1
2195	2195	0.0	1.0	1.0	1.0	-1
2196	2196	0.0	1.0	1.0	1.0	-1
2201	2201	0.0	1.0	1.0	1.0	-1
2202	2202	0.0	1.0	1.0	1.0	-1
2205	2205	0.0	1.0	1.0	1.0	-1
2206	2206	0.0	1.0	1.0	1.0	-1
2211	2211	0.0	1.0	1.0	1.0	-1
2212	2212	0.0	1.0	1.0	1.0	-1
2213	2213	0.0	1.0	1.0	1.0	-1
2216	2216	0.0	1.0	1.0	1.0	-1
2217	2217	0.0	1.0	1.0	1.0	-1
2218	2218	0.0	1.0	1.0	1.0	-1
2219	2219	0.0	1.0	1.0	1.0	-1
2220	2220	0.0	1.0	1.0	1.0	-1
2221	2221	0.0	1.0	1.0	1.0	-1
2222	2222	0.0	1.0	1.0	1.0	-1
2224	2224	0.0	1.0	1.0	1.0	-1
2225	2225	0.0	1.0	1.0	1.0	-1
2227	2227	0.0	1.0	1.0	1.0	-1
2228	2228	0.0	1.0	1.0	1.0	-1
2229	2229	0.0	1.0	1.0	1.0	-1
2231	2231	0.0	1.0	1.0	1.0	-1
2233	2233	0.0	1.0	1.0	1.0	-1
2234	2234	0.0	1.0	1.0	1.0	-1
2235	2235	0.0	1.0	1.0	1.0	-1
2236	2236	0.0	1.0	1.0	1.0	-1
2237	2237	0.0	1.0	1.0	1.0	-1
2238	2238	0.0	1.0	1.0	1.0	-1
2241	2241	0.0	1.0	1.0	1.0	-1
2242	2242	0.0	1.0	1.0	1.0	-1
2243	2243	0.0	1.0	1.0	1.0	-1
2246	2246	0.0	1.0	1.0	1.0	-1
2248	2248	0.0	1.0	1.0	1.0	-1
2250	2250	0.0	1.0	1.0	1.0	-1
2251	2251	0.0	1.0	1.0	1.0	-1
2254	2254	0.0	1.0	1.0	1.0	-1
2260	2260	0.0	1.0	1.0	1.0	-1
2262	2262	0.0	1.0	1.0	1.0	-1
2264	2264	0.0	1.0	1.0	1.0	-1
2265	2265	0.0	1.0	1.0	1.0	-1
2266	2266	0.0	1.0	1.0	1.0	-1
2268	2268	0.0	1.0	1.0	1.0	-1
2269	2269	0.0	1.0	1.0	1.0	-1
2270	2270	0.0	1.0	1.0	1.0	-1
2271	2271	0.0	1.0	1.0	1.0	-1
2272	2272	0.0	1.0	1.0	1.0	-1
2273	2273	0.0	1.0	1.0	1.0	-1
